Citizen_ID,Income_Tier,Scheme_Eligibility,Scheme_Amount,Last_Claim_Date,Region_Code,Account_Status,Aadhaar_Linked,Claim_Count
860017417147,Low,Pension,2000,20-05-2025,WB-06,Active,TRUE,3
965801167600,Low,Health,5000,30-10-2023,MH-11,Active,TRUE,0
701400646508,Low,Food,1000,05-08-2025,KA-10,Active,TRUE,4
452329361555,Low,Pension,2000,15-02-2023,TN-06,Active,TRUE,3
167289010602,Low,Pension,2000,24-11-2023,MP-10,Active,TRUE,4
398557573249,Low,Pension,2000,05-08-2025,GJ-08,Active,TRUE,1
648219796220,Low,Food,1000,22-03-2024,DL-04,Active,TRUE,3
200884608624,Low,Food,1000,16-08-2025,RJ-20,Active,TRUE,1
173462646749,Low,Health,5000,29-04-2023,DL-07,Active,TRUE,2
153359020097,Low,Pension,2000,12-09-2025,MH-12,Active,TRUE,4
367133372060,Low,Health,5000,02-06-2023,AP-19,Active,TRUE,3
417948102809,Low,Health,5000,26-10-2025,MH-20,Active,TRUE,4
449436236999,Low,Pension,2000,05-02-2025,MH-07,Active,TRUE,1
270278105966,Low,Food,1000,03-02-2025,WB-14,Active,TRUE,0
107225211953,Low,Pension,2000,11-08-2023,GJ-01,Active,TRUE,0
875913597836,Low,Pension,2000,20-02-2023,WB-09,Active,TRUE,3
742447346951,Low,Health,5000,17-08-2025,KA-13,Active,TRUE,3
652765229609,Low,Pension,2000,19-12-2023,DL-06,Active,TRUE,3
640245480670,Low,Pension,2000,23-06-2025,MH-11,Active,TRUE,3
445049980636,Low,Health,5000,24-11-2024,DL-14,Active,TRUE,4
199446593853,Low,Food,1000,27-07-2023,UP-05,Active,TRUE,4
921995769142,Low,Health,5000,18-09-2024,TN-06,Active,TRUE,0
847412290811,Low,Health,5000,23-01-2023,TN-16,Active,TRUE,3
677963479157,Low,Health,5000,21-09-2023,RJ-11,Active,TRUE,4
934931715972,Low,Food,1000,26-05-2024,RJ-16,Active,TRUE,5
163468183627,Low,Pension,2000,13-08-2024,DL-15,Active,TRUE,0
691825529510,Low,Food,1000,08-12-2024,UP-10,Active,TRUE,3
348502837324,Low,Health,5000,22-03-2023,UP-02,Active,TRUE,4
523544850849,Low,Pension,2000,04-02-2023,MH-02,Active,TRUE,3
174751439924,Low,Health,5000,26-07-2024,TN-17,Active,TRUE,1
940469474972,Low,Pension,2000,17-12-2024,UP-14,Active,TRUE,0
106269075731,Low,Food,1000,10-01-2026,GJ-17,Active,TRUE,5
146735907826,Low,Health,5000,05-12-2023,KA-06,Active,TRUE,4
238538262392,Low,Food,1000,14-04-2024,MH-12,Active,TRUE,0
801335510573,Low,Health,5000,02-01-2025,MH-04,Active,TRUE,2
590980279109,Low,Food,1000,28-05-2024,MP-12,Active,TRUE,3
283742495019,Low,Pension,2000,20-01-2025,MP-10,Active,TRUE,4
797826235708,Low,Health,5000,05-08-2024,RJ-09,Active,TRUE,0
262362577005,Low,Pension,2000,08-09-2025,DL-09,Active,TRUE,4
387451888273,Low,Food,1000,24-10-2025,KA-14,Active,TRUE,3
651384001485,Low,Pension,2000,03-02-2023,GJ-12,Active,TRUE,3
624292849039,Low,Pension,2000,18-10-2023,DL-07,Active,TRUE,0
227300802527,Low,Pension,2000,12-11-2023,UP-13,Active,TRUE,5
464362430463,Low,Pension,2000,10-11-2025,RJ-06,Active,TRUE,4
333351190210,Low,Health,5000,21-12-2023,MP-06,Active,TRUE,2
709347257003,Low,Pension,2000,05-02-2026,TN-02,Active,TRUE,1
119938180852,Low,Food,1000,17-07-2023,WB-13,Active,TRUE,3
337857413877,Low,Health,5000,11-08-2023,UP-18,Active,TRUE,1
364107108594,Low,Pension,2000,24-10-2023,MH-03,Active,TRUE,3
333397053713,Low,Health,5000,27-04-2025,TN-13,Active,TRUE,1
720531818652,Low,Food,1000,17-06-2024,UP-18,Active,TRUE,1
487185292680,Low,Pension,2000,30-12-2023,UP-09,Active,TRUE,3
589644326608,Low,Pension,2000,16-08-2023,UP-17,Active,TRUE,4
344277822435,Low,Health,5000,05-07-2024,TN-09,Active,TRUE,0
877111543214,Low,Health,5000,28-10-2023,RJ-09,Active,TRUE,3
419058276919,Low,Health,5000,03-04-2024,GJ-15,Active,TRUE,0
269118401976,Low,Pension,2000,04-05-2025,MH-13,Active,TRUE,0
472790198259,Low,Health,5000,29-01-2024,MH-16,Active,TRUE,5
112324311545,Low,Pension,2000,27-01-2023,RJ-19,Active,TRUE,4
226031706341,Low,Health,5000,16-10-2024,TN-12,Active,TRUE,0
615901744281,Low,Health,5000,25-01-2026,DL-17,Active,TRUE,4
722310992769,Low,Pension,2000,05-02-2026,TN-19,Active,TRUE,4
852855554514,Low,Health,5000,31-08-2024,MP-08,Active,TRUE,3
984259553820,Low,Food,1000,10-10-2025,RJ-14,Active,TRUE,2
833551735419,Low,Health,5000,11-09-2024,KA-12,Active,TRUE,4
676875400471,Low,Health,5000,24-12-2024,MP-15,Active,TRUE,2
461965539044,Low,Pension,2000,09-03-2025,AP-08,Active,TRUE,4
826865410058,Low,Food,1000,19-06-2023,RJ-14,Active,TRUE,1
222752646243,Low,Food,1000,29-07-2025,WB-03,Active,TRUE,5
321566743134,Low,Health,5000,16-02-2024,KA-09,Active,TRUE,1
452221649805,Low,Food,1000,14-02-2023,KA-16,Active,TRUE,0
828295521068,Low,Health,5000,28-12-2023,GJ-09,Active,TRUE,2
707089752645,Low,Food,1000,13-02-2023,DL-09,Active,TRUE,4
565977614100,Low,Food,1000,09-09-2025,WB-03,Active,TRUE,0
466274874761,Low,Food,1000,16-02-2024,KA-11,Active,TRUE,3
541071246529,Low,Pension,2000,25-07-2025,DL-14,Active,TRUE,5
707660198972,Low,Pension,2000,15-04-2025,DL-12,Active,TRUE,2
408959651181,Low,Pension,2000,23-03-2023,UP-05,Active,TRUE,0
106354538158,Low,Pension,2000,21-09-2024,WB-16,Active,TRUE,0
773800406000,Low,Food,1000,12-05-2024,AP-09,Active,TRUE,4
532757633444,Low,Pension,2000,28-04-2025,DL-05,Active,TRUE,0
133560991810,Low,Health,5000,30-09-2025,WB-09,Active,TRUE,3
314026305689,Low,Pension,2000,17-03-2025,TN-09,Active,TRUE,0
439886659937,Low,Food,1000,01-11-2023,KA-03,Active,TRUE,5
851778597180,Low,Health,5000,28-10-2023,RJ-05,Active,TRUE,1
718696226914,Low,Food,1000,20-11-2025,WB-14,Active,TRUE,4
952552388532,Low,Food,1000,08-08-2024,GJ-03,Active,TRUE,1
942296949785,Low,Food,1000,30-08-2023,DL-11,Active,TRUE,1
403464027418,Low,Food,1000,16-04-2023,DL-11,Active,TRUE,2
757305555141,Low,Health,5000,15-11-2023,MH-02,Active,TRUE,4
286299698565,Low,Food,1000,09-01-2023,WB-05,Active,TRUE,4
993671046454,Low,Pension,2000,14-09-2023,WB-04,Active,TRUE,5
978735806949,Low,Pension,2000,03-04-2023,GJ-09,Active,TRUE,4
229359126323,Low,Food,1000,27-10-2024,UP-19,Active,TRUE,5
614736634578,Low,Pension,2000,16-05-2025,GJ-06,Active,TRUE,0
244156807157,Low,Health,5000,01-04-2025,WB-07,Active,TRUE,5
567417436586,Low,Pension,2000,17-07-2023,DL-08,Active,TRUE,1
714042999591,Low,Food,1000,26-05-2024,UP-13,Active,TRUE,2
697108077485,Low,Food,1000,06-08-2025,AP-20,Active,TRUE,3
754865921901,Low,Food,1000,24-11-2024,MH-18,Active,TRUE,4
237555922600,Low,Health,5000,18-06-2024,AP-12,Active,TRUE,5
816231918743,Low,Health,5000,24-11-2024,MP-18,Active,TRUE,5
531314830077,Low,Health,5000,16-11-2023,MH-16,Active,TRUE,5
128586800985,Low,Food,1000,02-10-2023,AP-02,Active,TRUE,0
900117537967,Low,Health,5000,27-05-2023,RJ-08,Active,TRUE,0
160498264467,Low,Health,5000,27-04-2024,KA-07,Active,TRUE,2
545379017238,Low,Pension,2000,07-11-2024,WB-03,Active,TRUE,5
861878866298,Low,Health,5000,24-04-2023,TN-09,Active,TRUE,2
357893686238,Low,Food,1000,04-05-2023,RJ-04,Active,TRUE,1
731705619676,Low,Food,1000,27-10-2024,RJ-12,Active,TRUE,1
704621509334,Low,Food,1000,19-06-2024,GJ-06,Active,TRUE,2
869179850576,Low,Food,1000,30-12-2025,RJ-11,Active,TRUE,3
184369257644,Low,Health,5000,26-01-2026,GJ-07,Active,TRUE,1
710233194590,Low,Health,5000,13-04-2025,MH-03,Active,TRUE,5
924569784980,Low,Food,1000,17-02-2026,TN-16,Active,TRUE,4
475114408997,Low,Health,5000,13-04-2024,RJ-02,Active,TRUE,0
794047647490,Low,Food,1000,16-08-2023,KA-17,Active,TRUE,4
318747594465,Low,Pension,2000,24-03-2025,DL-10,Active,TRUE,1
954207371681,Low,Health,5000,10-01-2026,AP-04,Active,TRUE,4
999392069247,Low,Pension,2000,14-09-2023,MH-06,Active,TRUE,1
130878361973,Low,Food,1000,12-03-2024,TN-18,Active,TRUE,1
833328771974,Low,Pension,2000,03-07-2025,WB-02,Active,TRUE,3
576285488252,Low,Health,5000,01-01-2025,KA-10,Active,TRUE,3
671332696899,Low,Food,1000,14-05-2025,KA-19,Active,TRUE,2
796683865271,Low,Food,1000,09-10-2024,UP-02,Active,TRUE,1
124177063016,Low,Health,5000,18-01-2023,MH-06,Active,TRUE,3
877572872131,Low,Pension,2000,09-06-2023,TN-11,Active,TRUE,1
828542016864,Low,Pension,2000,04-01-2023,WB-14,Active,TRUE,1
376877581238,Low,Health,5000,06-10-2024,MH-12,Active,TRUE,3
355905204227,Low,Food,1000,07-01-2025,UP-10,Active,TRUE,3
555310662967,Low,Pension,2000,03-03-2023,MH-07,Active,TRUE,2
692117223033,Low,Health,5000,03-01-2024,WB-13,Active,TRUE,2
544641128572,Low,Food,1000,27-01-2026,MP-16,Active,TRUE,5
778260618875,Low,Food,1000,08-08-2023,WB-16,Active,TRUE,2
286532640548,Low,Health,5000,14-12-2024,WB-17,Active,TRUE,4
936000388276,Low,Food,1000,12-11-2025,KA-13,Active,TRUE,3
402853665236,Low,Pension,2000,02-06-2025,UP-20,Active,TRUE,2
576540342333,Low,Food,1000,28-03-2025,TN-14,Active,TRUE,5
904119301764,Low,Food,1000,09-06-2024,RJ-15,Active,TRUE,0
935170002388,Low,Food,1000,07-10-2025,RJ-12,Active,TRUE,4
378875991447,Low,Food,1000,15-01-2025,MH-04,Active,TRUE,0
213587279995,Low,Food,1000,29-07-2024,TN-10,Active,TRUE,0
144950137187,Low,Pension,2000,17-05-2024,WB-14,Active,TRUE,3
816580453912,Low,Food,1000,01-11-2024,AP-19,Active,TRUE,4
325227014048,Low,Health,5000,02-03-2025,TN-16,Active,TRUE,1
848003370648,Low,Health,5000,16-02-2023,AP-06,Active,TRUE,2
525913467244,Low,Pension,2000,06-01-2025,RJ-02,Active,TRUE,5
761776691203,Low,Health,5000,21-09-2025,GJ-10,Active,TRUE,0
490084124109,Low,Health,5000,19-10-2024,GJ-08,Active,TRUE,1
285392094746,Low,Pension,2000,07-12-2023,DL-03,Active,TRUE,4
150085241821,Low,Pension,2000,04-10-2023,UP-08,Active,TRUE,4
584660139467,Low,Health,5000,12-10-2024,MP-18,Active,TRUE,0
316925145043,Low,Food,1000,10-03-2023,UP-01,Active,TRUE,0
650107703557,Low,Health,5000,11-05-2024,DL-16,Active,TRUE,4
711492870851,Low,Pension,2000,15-02-2026,AP-08,Active,TRUE,3
793499658641,Low,Pension,2000,19-06-2025,GJ-07,Active,TRUE,5
304604195265,Low,Pension,2000,07-11-2023,GJ-17,Active,TRUE,3
185310249540,Low,Pension,2000,29-12-2025,TN-17,Active,TRUE,0
168191691385,Low,Health,5000,16-03-2023,GJ-08,Active,TRUE,5
553687830071,Low,Food,1000,27-08-2025,RJ-11,Active,TRUE,0
749723303378,Low,Health,5000,29-12-2024,DL-03,Active,TRUE,5
519425786922,Low,Food,1000,15-01-2026,RJ-08,Active,TRUE,4
794497757658,Low,Pension,2000,29-12-2023,MH-18,Active,TRUE,2
539779516118,Low,Pension,2000,16-06-2025,MP-11,Active,TRUE,4
353019878159,Low,Pension,2000,21-11-2025,KA-13,Active,TRUE,5
840435596218,Low,Pension,2000,22-10-2023,DL-17,Active,TRUE,2
128896734819,Low,Food,1000,10-07-2024,AP-15,Active,TRUE,3
575522941634,Low,Health,5000,26-08-2023,AP-09,Active,TRUE,0
251113059084,Low,Pension,2000,27-09-2025,WB-07,Active,TRUE,1
673980570125,Low,Food,1000,26-12-2025,RJ-20,Active,TRUE,0
472514616528,Low,Pension,2000,27-07-2025,WB-10,Active,TRUE,1
947697951803,Low,Pension,2000,13-02-2024,GJ-01,Active,TRUE,3
169326994731,Low,Pension,2000,10-10-2023,AP-20,Active,TRUE,5
458600245900,Low,Pension,2000,20-01-2025,DL-16,Active,TRUE,5
786257224760,Low,Health,5000,26-10-2025,RJ-07,Active,TRUE,5
106292974775,Low,Health,5000,12-12-2025,AP-09,Active,TRUE,5
638774308957,Low,Pension,2000,28-01-2023,KA-20,Active,TRUE,2
957157592687,Low,Food,1000,23-04-2023,KA-10,Active,TRUE,5
736434905693,Low,Health,5000,16-03-2025,RJ-01,Active,TRUE,0
177589856134,Low,Food,1000,13-10-2024,MP-01,Active,TRUE,5
876854326956,Low,Health,5000,06-02-2023,UP-11,Active,TRUE,4
912108284630,Low,Pension,2000,24-09-2025,AP-14,Active,TRUE,3
148020733927,Low,Health,5000,14-08-2023,WB-12,Active,TRUE,3
315702269309,Low,Food,1000,19-08-2025,TN-07,Active,TRUE,4
527282542824,Low,Pension,2000,25-11-2024,RJ-20,Active,TRUE,3
559993410006,Low,Health,5000,26-06-2023,RJ-20,Active,TRUE,4
420667875005,Low,Health,5000,23-10-2024,UP-10,Active,TRUE,3
169629350454,Low,Health,5000,26-03-2023,UP-15,Active,TRUE,5
311816765703,Low,Pension,2000,07-07-2024,MP-13,Active,TRUE,4
908861195637,Low,Pension,2000,22-03-2025,GJ-15,Active,TRUE,4
427155118858,Low,Pension,2000,09-01-2025,WB-08,Active,TRUE,2
307997912228,Low,Pension,2000,23-10-2024,MP-16,Active,TRUE,1
155421453674,Low,Pension,2000,09-10-2023,KA-08,Active,TRUE,1
461149897210,Low,Food,1000,31-07-2024,RJ-03,Active,TRUE,2
899036110177,Low,Food,1000,20-04-2025,DL-04,Active,TRUE,4
147371742689,Low,Food,1000,04-04-2024,DL-12,Active,TRUE,5
461433294540,Low,Food,1000,03-09-2024,KA-11,Active,TRUE,2
843264257891,Low,Pension,2000,23-07-2024,RJ-04,Active,TRUE,4
154169392557,Low,Health,5000,13-10-2024,MP-02,Active,TRUE,1
871410121161,Low,Pension,2000,23-03-2024,WB-03,Active,TRUE,5
819932870879,Low,Health,5000,12-03-2024,DL-14,Active,TRUE,4
368411354798,Low,Health,5000,23-01-2024,MP-09,Active,TRUE,4
791667693507,Low,Health,5000,28-07-2025,DL-05,Active,TRUE,4
239454510992,Low,Health,5000,08-07-2023,TN-10,Active,TRUE,2
994410712218,Low,Pension,2000,02-12-2024,DL-02,Active,TRUE,1
431736844638,Low,Health,5000,24-12-2025,DL-16,Active,TRUE,4
911480558882,Low,Health,5000,25-03-2025,UP-10,Active,TRUE,2
219946558047,Low,Pension,2000,15-04-2023,DL-07,Active,TRUE,5
305555960138,Low,Pension,2000,02-05-2023,UP-08,Active,TRUE,0
838533114430,Low,Pension,2000,20-07-2024,MP-03,Active,TRUE,1
565808845926,Low,Food,1000,12-03-2025,KA-19,Active,TRUE,1
829830495622,Low,Food,1000,29-01-2026,GJ-18,Active,TRUE,0
673878947230,Low,Food,1000,28-01-2026,RJ-19,Active,TRUE,3
360932606515,Low,Food,1000,29-04-2024,KA-18,Active,TRUE,0
320835417131,Low,Pension,2000,21-09-2024,KA-08,Active,TRUE,3
265686200721,Low,Health,5000,16-05-2024,RJ-03,Active,TRUE,0
858370689576,Low,Pension,2000,20-04-2023,DL-14,Active,TRUE,5
870670466908,Low,Health,5000,05-01-2023,GJ-20,Active,TRUE,1
800785045130,Low,Health,5000,21-02-2023,UP-07,Active,TRUE,0
393268073029,Low,Food,1000,20-03-2025,MH-15,Active,TRUE,0
448701857362,Low,Pension,2000,23-04-2023,AP-19,Active,TRUE,3
376385445201,Low,Pension,2000,05-01-2026,TN-17,Active,TRUE,2
151887636462,Low,Health,5000,14-06-2025,GJ-16,Active,TRUE,2
390012926328,Low,Health,5000,26-09-2025,RJ-05,Active,TRUE,5
502423398718,Low,Pension,2000,23-01-2026,TN-05,Active,TRUE,2
334371637118,Low,Health,5000,07-04-2025,KA-12,Active,TRUE,3
133423531129,Low,Pension,2000,25-08-2023,KA-09,Active,TRUE,0
686121020011,Low,Pension,2000,10-05-2025,TN-20,Active,TRUE,0
851814765068,Low,Food,1000,11-01-2026,KA-19,Active,TRUE,2
577989999109,Low,Food,1000,01-05-2025,AP-17,Active,TRUE,2
611230444211,Low,Food,1000,01-04-2024,UP-20,Active,TRUE,3
251509269044,Low,Pension,2000,27-01-2024,UP-20,Active,TRUE,4
323918648689,Low,Food,1000,20-10-2025,DL-03,Active,TRUE,5
376649903252,Low,Food,1000,06-09-2024,DL-09,Active,TRUE,1
939491319981,Low,Pension,2000,24-10-2025,MP-11,Active,TRUE,2
859393056366,Low,Health,5000,09-11-2025,TN-19,Active,TRUE,2
410758834887,Low,Food,1000,02-02-2025,MP-10,Active,TRUE,1
438423380896,Low,Health,5000,10-07-2025,AP-03,Active,TRUE,0
865712789414,Low,Pension,2000,13-06-2025,TN-13,Active,TRUE,5
141009340301,Low,Pension,2000,18-02-2024,TN-09,Active,TRUE,2
483003265296,Low,Food,1000,08-05-2025,MP-17,Active,TRUE,5
846170146913,Low,Pension,2000,05-02-2023,AP-20,Active,TRUE,4
453159042505,Low,Food,1000,04-02-2023,MP-01,Active,TRUE,2
537985867503,Low,Health,5000,26-06-2023,GJ-04,Active,TRUE,3
384628644743,Low,Health,5000,15-07-2025,UP-14,Active,TRUE,2
986681301998,Low,Pension,2000,24-03-2023,MH-06,Active,TRUE,4
518775955325,Low,Food,1000,03-01-2025,WB-12,Active,TRUE,4
848776506710,Low,Pension,2000,04-04-2024,UP-09,Active,TRUE,0
